"title","description","propertyType","price","dateSold","landSize","suburb","postCode","latitude","longitude","bedrooms","bathrooms","parkingSpaces","outdoorFeatures","indoorFeatures","totalFeatures"
"A boutique escape in coveted privacy","Retreat to the privacy and peacefulness of this striking two bedroom plus study two bathroom modern town residence. Well set back in a gated community, this secure home showcases north facing open plan living and dining with a fabulous kitchen featuring Smeg/Bosch appliances and two set of bi fold doors flowing to a composite alfresco deck within the high walled seclusion of the garden courtyard. Upstairs you’ll find the sun filled main bedroom suite with its own balcony, built in robes and sleek ensuite, a double sized second bedroom with wardrobes, a fitted study space and a stunning bathroom with vaulted clerestory window. A powder room and compact laundry are hidden away downstairs. <br/><br/>Providing great storage, this low maintenance design is appointed with reverse cycle air conditioning, intercom and a large carport with lockable storage cabinets. In a super convenient location, a stone’s throw to the 72 tram, a short stroll to a fine collection of Burke Road shops, cafes and eateries, Anderson Park and both zoned Auburn schools, a swift tram ride to Camberwell Junction and the station, while an easy connection to the Monash Freeway.","townhouse","$900,000","2025-09-07","","Camberwell","3124","-37.84074479","145.05471439","2","2","1.0","1","0","1"
"Charismatic family oasis on 948sqm","THE PROPERTY<br/>Located in a serene, tree-lined street, within a short stroll of Wattle Park and Through Road cafés, this impressive three-bedroom retreat offers a wonderful lifestyle for families. Privately set behind a gated fence on a sprawling 948 sqm approx. block, this stylish home has been beautifully extended and updated, showcasing an enchanting blend of classic charm and modern elegance. Upon entry, the formal lounge is ripe for entertaining, with a stunning feature fireplace the centrepiece, and large windows framing a peaceful garden outlook. Stunning hardwood floors flow freely through to the neighbouring dining domain and rear open plan living, where gourmets will delight in the elegance of the timber kitchen, enhanced by thoughtful touches including black marble benchtops, copper hand-hammered sink, walk-in pantry and window splashback. Sliding doors reveal a covered alfresco deck overlooking the lush lawns and gardens of the vast backyard, with a large garage with ample space for storage nestled at the rear. Accommodation includes two ground floor bedrooms, one with built-in robe and desk, the other with walk-in robe and ensuite, with the family bathroom tucked alongside, while upstairs features a private and luxuriously spacious main bedroom with ensuite, built-in robes and incredible city views.<br/><br/>THE FEATURES <br/>• Beautifully updated 3-bed, 3-bath family residence<br/>• Resting on a sizeable fully-fenced 948 sqm approx. block<br/>• High-end interiors flaunting chandeliers & ceiling medallions<br/>• Dual living zones including an elegant fireside lounge<br/>• Majestic first-floor main bed with ensuite, BIR & city views<br/>• Tranquil covered alfresco overlooking lush backyard<br/>• Laundry room includes powder room & small shower / dog wash area<br/>• Ducted heating, evaporative cooling & split system for comfort<br/>• Oversized double-garage with ample storage plus plenty of off-street parking<br/> <br/>THE LOCATION<br/>Positioned to perfection for an active lifestyle, with abundant parkland in the area including the popular trails and golf course at Wattle Park. Cafés and shops are a short stroll away on Through Road and at Burwood Village, while trams are also within walking distance on Riversdale and Toorak roads. A vast array of boutique shopping and fine dining is easily accessible at the nearby Camberwell Junction, while the selection of schools close by is equally impressive.<br/><br/>THE TERMS: 60","house","$2,705,000","2025-09-06","948.0","Camberwell","3124","-37.843825","145.093597","3","3","2.0","2","5","7"
"Provincial elegance with exceptional space","Bright, inviting and luxuriously spacious, this custom designed provincial-inspired 4-bedroom retreat offers a dream lifestyle for families. Boasting a 726 sq m approx. block and a charming façade with steep-pitched roofs, sophisticated detailing and a weatherboard finish.<br/><br/>A north-facing main living and dining domain with surrounding windows offers an abundance of light, highlighted by timber flooring and Morso woodfire providing ambience, comfort and warmth. The central gourmet kitchen flaunts timber benchtops, ILVE cooker, Miele dishwasher and lavish butler’s pantry/laundry. Double glass doors reveal a wraparound verandah alfresco backdropped by treetop views with outdoor blinds to keep the western sun at bay whilst entertaining during summer.<br/><br/>Secluded on the ground floor,the main bedroom features a generous WIR and dual-vanity ensuite, while upstairs, three further robed bedrooms share the elegant family bathroom with freestanding bath plus a pitched ceiling second living room.<br/><br/>Additional highlights: ducted heating, split system cooling, double glazed windows, solar panels, 4.2m x 8m under-house storage/workshop plus double garage with rear roller door and internal access. Perfectly positioned a short stroll from the Gardiners Creek Trail, Burwood Village, city trams, Deakin University, PLC, and zoned for Parkhill Primary and Ashwood High.<br/><br/>*Please Note* Buxton Real Estate may refuse to provide further information about the property should you prefer not to disclose your Full Contact Details including Phone Number. Photo id required upon entering the property.","house","$2,120,000","2025-09-06","726.0","Burwood","3125","-37.856164","145.106009","4","2","2.0","2","0","2"
"Modern floorplan with main bedroom downstairs, separately titled 318sqm allotment, in a highly convenient location","THE PROPERTY<br/>Immerse yourself in this 8-year-old architecturally designed masterpiece, peacefully positioned in the leafy streets of Surrey Hills. Sleek, low maintenance and exceptionally spacious, this four-bedroom plus study double-storey home is tailored for modern family living. Polished flooring flows throughout the ground level, where the lavish main bedroom enjoys a secluded position and leafy outlook, with a walk-in robe and fully tiled ensuite adding to the allure. Expansive free-flowing living stretches across the sun-drenched north-facing rear, where double stacker sliding doors open to a tranquil tiled entertainer's patio and wraparound backyard. The sleek modern kitchen is a highlight, featuring a stone waterfall island, double oven, servery window and walk-in pantry with laundry facilities. Upstairs, a dedicated study or second living area offers an inviting retreat, opening via bi-fold doors to a private balcony with treetop views. Three first-floor bedrooms are fitted with robes and plush carpet, sharing a sumptuous family bathroom with stone vanity, glass shower and floor-to-ceiling tiles. Additional features include ducted heating and cooling, guest powder room, water tank, landscaped gardens and a remote double garage with internal access and 3-phase power.<br/><br/>THE FEATURES<br/>• Architecturally designed 4-bed, 2-bath, 1-study luxury home<br/>• Tree-lined street in a prestigious Surrey Hills location<br/>• Sun-filled open plan living & sleek entertainer's kitchen<br/>• North-facing wraparound backyard with tiled alfresco<br/>• Luxurious ground-floor main bedroom with ensuite & WIR<br/>• Three upstairs bedrooms - two with BIRs, one with WIR<br/>• Light-filled study/retreat with balcony & treetop outlook<br/>• Double remote garage with storage, internal access & 3-phase power<br/>• Ducted heating & cooling throughout<br/><br/>THE LOCATION<br/>Ideally located in a sought-after pocket just moments from Chatham Station and a short stroll to Union cafés, shops and trains. Surrey Gardens, Maling Road, Wattle Park and Riversdale Road trams are also within easy reach. Zoned for Chatham Primary, Camberwell High, Canterbury Girls Secondary College, and close to esteemed schools including Strathcona, Siena and Fintona Girls' School.<br/><br/>THE TERMS: 30|45|60","house","$1,860,000","2025-09-06","318.0","Surrey Hills","3127","-37.82400205","145.09296268","4","2","2.0","2","4","6"
"Unmatched Brand-New Luxury in Prime Box Hill","Step into a residence where modern luxury meets everyday convenience. This newly completed masterpiece offers four generous bedrooms, three designer bathrooms, and a guest powder room, with dual master suites on both levels - perfect for multi-generational living, guest accommodation, or creating your own private retreat.<br/><br/>From the moment you enter, soaring ceilings, abundant natural light, and premium finishes set the stage for an elevated lifestyle. The heart of the home is a gourmet double kitchen, featuring a butler's pantry and high-end Miele appliances, seamlessly connected to an expansive open-plan living and dining area - ideal for both grand entertaining and relaxed family moments.<br/><br/>Upstairs, a private balcony offers serene leafy views, while every bathroom is appointed with sleek, contemporary fixtures for a spa-inspired experience. Comfort is year-round with zoned refrigerated heating & cooling, complemented by a ducted vacuum system and a comprehensive security system for peace of mind.<br/><br/>Located in one of Box Hill's most coveted pockets, this home is zoned for the prestigious Box Hill High School, moments from Box Hill Central's vibrant shopping and dining precinct, and offers effortless access to trains, trams, and buses. Surrounded by parklands and recreational facilities, it's a lifestyle that blends urban energy with tranquil escapes.<br/><br/>• Brand-new architectural luxury home in the heart of Box Hill<br/>• Dual master suites on both levels for flexible family living<br/>• Gourmet kitchen with butler's pantry & Miele appliances<br/>• High ceilings & light-filled open-plan living and dining<br/>• Private balcony with peaceful leafy outlooks<br/>• Zoned refrigerated heating/cooling, ducted vacuum & security system<br/>• Zoned for Box Hill High, moments to shopping, dining & transport<br/>• Excellent transport connections via train, tram & bus<br/>-----------------------------------------------------------------<br/>Live Streaming via GAVL<br/><br/>McGrath clients have the opportunity to watch, bid and buy on live property auctions.<br/><br/>Register through www.gavl.com and follow the property link:<br/><br/>https://x5u9a.app.goo.gl/Pcxsm<br/><br/>To be able to bid online, you must download the free GAVL App.<br/>Disclaimer: The information contained herein has been supplied to us and is to be used as a guide only. No information in this report is to be relied on for financial or legal purposes. Although every care has been taken in the preparation of the above information, we stress that particulars herein are for information only and do not constitute representation by the Owners or Agent. We always recommend undertaking your own due diligence.","townhouse","$1,700,000","2025-09-06","320.0","Box Hill","3128","-37.82553","145.135219","4","3","2.0","3","4","7"
"Two Dwellings Offering Amazing Potential to Invest, Renovate or Develop","Situated on a 638m2 block, this 1960's property has two dwellings offering a possible double income stream and incredible potential to either move in, rent out, subdivide, or develop (STCA) in a fantastic location close to shops, parks, and transport.<br/><br/>Neat and tidy, the main home has plenty of room for the whole family with a spacious living area, three bedrooms with built-in robes, a bathroom with a spa bath, and under house storage. The light and airy kitchen enjoys an outlook to the backyard and terrace, and is open to the dining area.<br/><br/>Accessed via a private entrance at the side of the home, the second dwelling has a living space, kitchen and meals area, two bedrooms, and a bathroom. The layout of the main home offers access to the laundry from both dwellings.<br/><br/>There are many options available here making this a sound investment. The property could be used as a single family home with separate accommodation for extended family, each dwelling could be rented separately, or you could live in one dwelling and rent out the other. There is also potential to develop or subdivide subject to council approval.<br/><br/>Positioned within walking distance from bus stops, Rees Street Reserve, and shops and cafes at Burwood Brickworks, this location is ideal for families, while the train station is a short drive away offering a quick commute to the city. Offering amazing potential, this sound investment will not last long!","house","$1,275,000","2025-09-06","637.0","Burwood","3125","-37.856282","145.128602","5","2","2.0","1","0","1"
"Sunlit Classic Elegance","Relishing the glow of sunshine off its gleaming floorboards, this delightful home provides the perfect family setting with its classic design delivering immediate comfort while its 547sqm approx. allotment provides space to extend or rebuild (STCA).<br/><br/>Accessed via a covered entry porch, the home's functional floorplan flows across a single level and embraces the appeal of three robed bedrooms, serviced by a family bathroom and separate toilet.<br/><br/>Providing the perfect indoor-outdoor ambience, both the lounge and dining area plus the kitchen and meals zone deliver direct access to the alfresco zone where you can relax with friends whilst enjoying backyard aspects.<br/><br/>Neatly presented and notably appointed with ducted heating and split system air conditioning for year-round comfort, along with polished floorboards, large windows, a garden shed plus a side driveway and carport that leads to a storage room.<br/><br/>Situated within walking distance to Deakin Uni and Burwood Hwy trams, near Essex Heights Primary, PLC, Mount Scopus College, Ashwood High School, Brickworks Shopping Centre, Riversdale Golf Course, Jordanville Station and buses.<br/><br/>Photo ID required at all open for inspections.","house","$1,270,000","2025-09-06","543.0","Burwood","3125","-37.854474","145.115213","3","1","2.0","1","1","2"
"Fully Renovated, Street-Facing Gem in Box Hill High Zone","Showcasing a full contemporary renovation, this stunning single-level residence delivers stylish, low-maintenance living in one of Box Hill's most tightly held locations. With its own street frontage and private driveway, 2/51 Watts Street feels more like a house than a unit - offering the ideal lifestyle for first home buyers, downsizers, or savvy investors.<br/><br/>Step inside and be impressed by the generous open-plan living and dining zone filled with natural light and finished with beautiful timber-style flooring and neutral tones. The brand-new designer kitchen boasts stone benchtops, quality stainless steel appliances, and ample storage - ideal for both everyday use and entertaining.<br/><br/>Two spacious bedrooms with built-in robes are serviced by a luxurious, fully renovated central bathroom featuring a walk-in shower, sleek tiling, and high-end fittings. Enjoy the convenience of a separate laundry and the comfort of split system heating and cooling.<br/><br/>Outdoors, you'll find a low-maintenance courtyard perfect for relaxing or entertaining, while the rare double garage adds exceptional value and functionality.<br/><br/>Best of all, this address is zoned for the highly sought-after Box Hill High School and Kerrimuir Primary, and is just moments from Box Hill Central, cafes, buses, trams, and parks.<br/><br/>Key Features:<br/>-Fully renovated throughout - just move in<br/>-Own street frontage with private driveway<br/>-Two spacious bedrooms with BIRs<br/>-Designer kitchen with stone benchtops & quality appliances<br/>-Stylish new bathroom & separate laundry<br/>-Split system heating/cooling<br/>-Low-maintenance courtyard<br/>-Rare double garage<br/>-Zoned for Box Hill High & Kerrimuir Primary","townhouse","$826,000","2025-09-06","","Box Hill","3128","-37.81391635","145.1258901","2","1","2.0","1","0","1"
"Stylish and spacious townhouse with easy-care allure","THE PROPERTY <br/>Exceptionally located for an active lifestyle, this enticing two-bedroom town residence offers the perfect opportunity to secure a foothold in this highly desirable neighbourhood. Spread across two levels, this light-filled haven flaunts soaring 3.4m ceilings and floor-to-ceiling windows in the plush carpeted living zone, with access to the rear balcony encouraging outdoor enjoyment. Overlooking the space on an adjoining mezzanine level, the kitchen and dining domain are well-equipped and spacious, with ample storage sure to please. Two generous bedrooms feature built-in robes, the main rests on the mezzanine level alongside the chic bathroom, with a private balcony adding to the allure. Stepping downstairs, an oversized laundry opens up a range of possibilities to utilise for your needs, with direct access to both the single garage and generously sized low-maintenance courtyard. With split system heating and cooling for comfort, and a flexible floor plan that maximises space, this charismatic town home is a move-in ready first home, investment, or downsize option, with scope to modernise and make it your own.<br/><br/>THE FEATURES  <br/>• Light-filled 2-bedroom, 1-bathroom townhouse in prime location<br/>• Soaring ceilings and large windows add a sense of luxury & space<br/>• Generous living zone opens out to peaceful & private balcony<br/>• Main bedrooms set on the mezzanine level with BIR & balcony<br/>• Huge lower-level laundry offers a range of possibilities <br/>• Split system heating & cooling in living & main bedroom<br/>• Rear courtyard paved & landscaped for low-maintenance ease<br/>• Single garage with internal access for convenient secure parking<br/> <br/>THE LOCATION <br/>Enjoying an unrivalled position in a highly sought-after pocket, just steps to Middle Camberwell shopping strip, Riversdale Road trams, Frog Hollow Reserve, the Anniversary Trail and Riversdale station. Camberwell Junction is also mere minutes away, while an exceptional array of highly regarded schools are located nearby, including Canterbury Primary, Sienna College, Strathcona Baptist Girls' Grammar and Camberwell High (zoned).<br/><br/>THE TERMS: 30|45|60","townhouse","$750,000","2025-09-06","","Camberwell","3124","-37.83361595","145.07476058","2","1","1.0","3","3","6"
"Sleek, Sun-filled Style in the Box Hill High Zone","Noted for its north-facing orientation, this trendy townhouse promotes lifestyle excellence for the savvy investor, contemporary couple or busy family with its sleek modern looks, stylish finishes and sensational setting in the sought-after Box Hill High Zone.<br/><br/>Carried over three floors, the home welcomes you inside with a light-filled living and dining zone offering a free-flowing ambience. Flanked by sliding doors, the living and dining zone open out onto an enclosed front yard and rear carport, while the adjoining kitchen is stylishly equipped with glass splashbacks, stainless steel appliances (including a dishwasher) and a breakfast bench.<br/><br/>Maintaining peace and privacy on the upper level, the master bedroom enjoys north-facing windows, built-in-robes plus an ensuite, while the two mid-level bedrooms boast built-in-robes; one enjoying a private balcony, while the other appreciates ensuite-style access to the family bathroom with toilet.<br/><br/>Further enhanced by the benefits of a powder room, full-sized laundry, ducted heating, split system air conditioning plus a single carport.<br/><br/>As for the location, you are literally meters from Box Hill Central, restaurants and Box Hill Train Station, with momentary access to Box Hill High School (zoned), Kingswood College, Box Hill TAFE, Box Hill Hospital, parkland and The Eastern Freeway.<br/><br/>CALL BILL ON 0419514276 FOR MORE INFORMATION AND INSPECTION TIMES","townhouse","$818,000","2025-09-04","","Box Hill","3128","-37.820813","145.120743","3","2","1.0","1","0","1"
"Size, Scope & Sensational Location In The MWSC Catchment","Beautifully preserved with immaculate originality, this sumptuous 5 Bedroom, 2 bathroom home on a prime 682 sqm allotment (approx), presents a rare opportunity to modernise, invest or take advantage of its substantial land-holding for multiple units or your new dream home (STCA). Spacious interior dimensions reveal a Lounge (wood fire), Kitchen/Meals area, Family room, upper level Retreat with wet bar, patio, gas ducted heating, wall AC and double lock-up garage. <br/>Prominently situated in the MWSC catchment, moments to Brickworks Shopping center, trams, shopping precincts, St Scholastica's, Mt Scopus, PLC, Deakin University, Wattle Park, Gardiners Creek Reserve and trails.","house","$1,400,000","2025-09-03","682.0","Burwood","3125","-37.850137","145.12811","5","2","2.0","1","0","1"
"Stylishly Renovated Entertainer with True Convenience in the BHS Zone","An impeccably presented combination of single-level simplicity, far-reaching flow, and a family-friendly neighbourhood, this fully renovated 3 bedroom townhouse will instantly inspire in the prized Balwyn High School zone. It all adds up to a stellar lifestyle experience, tailor-made for busy professionals, discerning downsizers, and a step up in style for young families. <br/><br/>Privately set towards the rear of just four boutique residences, immerse yourself in natural light through spacious open-plan living and dining, warmed by a stylish electric log fireplace. The rejuvenated kitchen highlights meticulous attention-to-detail. Enjoy a waterfall-edged island bench, Tundra Grey marble surfaces and splashback, soft-closing cabinetry, twin sinks, a concealed fridge space, Westinghouse conventional and microwave ovens, a Euro 5-burner gas cooktop, and a brand-new dishwasher. Updated without compromise, everything is at your fingertips in this chef-friendly workspace! <br/><br/>Make a seamless indoor/outdoor transition through sliding stacker doors to a vast alfresco deck under a sensor-driven louvred roof, designed to close at the first drop of rain. Attracting northern light with undeniable ease, this outdoor oasis is framed by bench seating and boasts exemplary perimeter privacy. <br/><br/>Enjoy a trio of generously sized bedrooms, superbly serviced by a dazzling dual-access bathroom featuring floor-to-ceiling tiles, twin vanities, a heated towel rail, mirrored cabinetry, and rainfall/hand-held shower fittings. The master suite is graced with roomy walk-in robes, while the third bedroom could be repurposed as a study if desired, ideal for working from home. <br/><br/>Take advantage of recently installed hydronic heating throughout, refrigerated cooling, a large stone-topped laundry, separate WC, plush new carpet, sleek timber floorboards, exquisite new lighting, advanced security, internal access to a remote-controlled double garage, and additional off-street parking. <br/><br/>Live the life you love in a prestigious position of true convenience. Simply stroll to Whitehorse Road shopping, the leafy sanctuary of Maranoa Botanic Gardens, Balwyn Primary School, trams to private schools, and buses bound for Box Hill, Doncaster and the city. Inspect with confidence today! <br/><br/>Don't miss this incredible opportunity to secure your next home or investment! If you’re interested in this property and would like more information, we invite you to get in touch with us today. Contact us now to request a copy of the Section 32 and take the first step toward making it yours.<br/>","townhouse","$1,398,888","2025-09-02","200.0","Balwyn","3103","-37.81113323","145.08504741","3","1","2.0","3","9","12"
"Elevate Your Lifestyle at 13 Bedford Street, Box Hill","Discover an exceptional opportunity to reimagine your future at 13 Bedford Street. This robust brick home offers 4 generously sized bedrooms and 2 bathrooms that still retain their classic charm, providing ample potential for a stylish update to reflect your personal taste.<br/><br/>Prime Location & Lifestyle<br/>Nestled in the heart of Box Hill, the property is surrounded by lush parklands and is just moments away from Aqua Link-a premier aquatic and recreational facility that enhances the vibrant local lifestyle. Additionally, Box Hill Central Shopping Centre is only minutes away, offering a diverse mix of retail, dining, and entertainment options.<br/><br/>Desirable School Zone & Connectivity<br/>Set within a well-established school zone, the home benefits from a supportive community environment and access to quality local education. Superb connectivity is provided by Box Hill Railway Station-serving the Belgrave, Lilydale, and Alamein lines-as well as numerous bus routes, making your commute to Melbourne's CBD and surrounding areas both efficient and convenient.<br/><br/>Streamlined Redevelopment with the New Planning Scheme<br/>Under the new Townhouse and Low-Rise Code, developers and homebuyers can now take advantage of a fast-tracked permit process for duplexes, townhouses, and low-rise apartments up to three storeys. This innovative planning pathway enables you to knock down and rebuild swiftly, transforming this enduring brick home into a bespoke modern masterpiece that meets your lifestyle needs.<br/><br/>Seize the rare opportunity to create a bespoke residence in a thriving suburb-where natural beauty, community, and excellent connectivity converge. Transform 13 Bedford Street into the home of your dreams today.<br/><br/>","house","$2,100,000","2025-09-01","1031.0","Box Hill","3128","-37.828368","145.131182","4","2","4.0","2","0","2"
